Log file open, 01/13/23 15:36:52
[2023.01.13-22.37.10:497][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2023.01.13-22.37.10:497][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2023.01.13-22.37.10:497][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2023.01.13-22.37.10:497][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2023.01.13-22.37.10:497][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2023.01.13-22.37.10:925][  0]LogNetVersion: TommyAton 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2405798777)
[2023.01.13-22.37.12:297][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2023.01.13-22.37.12:297][  0]LogUObjectAllocator: 5786168 out of 0 bytes used by permanent object pool.
[2023.01.13-22.37.12:297][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2023.01.13-22.37.12:398][  0]LogSlate: Border
[2023.01.13-22.37.12:398][  0]LogSlate: BreadcrumbButton
[2023.01.13-22.37.12:398][  0]LogSlate: Brushes.Title
[2023.01.13-22.37.12:398][  0]LogSlate: Default
[2023.01.13-22.37.12:398][  0]LogSlate: Icons.Save
[2023.01.13-22.37.12:398][  0]LogSlate: Icons.Toolbar.Settings
[2023.01.13-22.37.12:398][  0]LogSlate: ListView
[2023.01.13-22.37.12:398][  0]LogSlate: SoftwareCursor_CardinalCross
[2023.01.13-22.37.12:398][  0]LogSlate: SoftwareCursor_Grab
[2023.01.13-22.37.12:398][  0]LogSlate: TableView.DarkRow
[2023.01.13-22.37.12:398][  0]LogSlate: TableView.Row
[2023.01.13-22.37.12:398][  0]LogSlate: TreeView
[2023.01.13-22.37.13:576][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: 096D6F4541BA84A25B343EACFDB5FC7A | Instance: 297C084F4A9472D216DFFA8EAF1CAEAB (DESKTOP-PLO1OVK-12396).
[2023.01.13-22.37.14:435][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2023.01.13-22.37.14:557][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2023.01.13-22.37.15:325][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2023.01.13-22.37.15:817][  0]LogPython: Using Python 3.9.7
[2023.01.13-22.37.18:809][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2023.01.13-22.37.18:820][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2023.01.13-22.37.18:826][  0]LogUdpMessaging: Display: Added local interface '192.168.1.2' to multicast group '230.0.0.1:6666'
[2023.01.13-22.37.19:031][  0]SourceControl: Source control is disabled
[2023.01.13-22.37.19:035][  0]SourceControl: Source control is disabled
[2023.01.13-22.37.19:064][  0]SourceControl: Source control is disabled
[2023.01.13-22.37.19:080][  0]LogUProjectInfo: Found projects:
[2023.01.13-22.37.19:086][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.13-22.37.19:088][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.13-22.37.19:089][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.13-22.37.19:465][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2023.01.13-22.37.19:520][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.13-22.37.19:520][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2023.01.13-22.37.20:702][  0]LogOpenImageDenoise: OIDN starting up
[2023.01.13-22.37.20:949][  0]LogCollectionManager: Loaded 0 collections in 0.006277 seconds
[2023.01.13-22.37.20:953][  0]LogFileCache: Scanning file cache for directory 'C:/Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/Collections/' took 0.01s
[2023.01.13-22.37.20:958][  0]LogFileCache: Scanning file cache for directory 'C:/Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Developers/BrandonPC/Collections/' took 0.00s
[2023.01.13-22.37.20:970][  0]LogFileCache: Scanning file cache for directory 'C:/Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/Collections/' took 0.01s
[2023.01.13-22.37.23:229][  0]LogEngine: Initializing Engine...
[2023.01.13-22.37.23:253][  0]LogStylusInput: Initializing StylusInput subsystem.
[2023.01.13-22.37.23:256][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
[2023.01.13-22.37.23:260][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 659A670D7B11155B33FE0FA74538AE00DC88D168), compiling. Is special engine material.
[2023.01.13-22.37.23:270][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 4ABC2C9B617E4C5A1CA054C0D5DCCB7323F80FAD), compiling. Is special engine material.
[2023.01.13-22.37.23:281][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 20B27FE1E4D6668032DE64CE896209668496D669), compiling. Is special engine material.
[2023.01.13-22.37.23:291][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 12689C2CC98FF07D2F2171D168A44FFE5FCD93F7), compiling. Is special engine material.
[2023.01.13-22.37.23:300][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: CA9635B74B6E5CE85B8A89CDC051075CCABCA393), compiling. Is special engine material.
[2023.01.13-22.37.23:308][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: EDE48AA4156A5667C76AFB7EAA77569B323E8CBE), compiling. Is special engine material.
[2023.01.13-22.37.23:648][  0]LogInit: Initializing FReadOnlyCVARCache
[2023.01.13-22.37.23:691][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-22.37.23:764][  0]LogAIModule: Creating AISystem for world Untitled
[2023.01.13-22.37.23:770][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2023.01.13-22.37.23:770][  0]LogInit: Texture streaming: Enabled
[2023.01.13-22.37.23:835][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2023.01.13-22.37.23:919][  0]LogAudio: Display: Initializing Audio Device Manager...
[2023.01.13-22.37.23:970][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2023.01.13-22.37.23:974][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2023.01.13-22.37.23:984][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2023.01.13-22.37.23:988][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2023.01.13-22.37.23:988][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.01.13-22.37.23:988][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.01.13-22.37.23:988][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.01.13-22.37.23:988][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.01.13-22.37.23:988][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.01.13-22.37.23:988][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.13-22.37.23:988][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.13-22.37.23:988][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.13-22.37.23:988][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.13-22.37.23:988][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.13-22.37.23:988][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.13-22.37.23:988][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.13-22.37.23:988][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.13-22.37.23:989][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.13-22.37.23:989][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.13-22.37.23:989][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.13-22.37.24:018][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.13-22.37.24:671][  0]LogAudioMixer: Display: Using Audio Hardware Device Headphones (PLT BB PRO 2 Stereo)
[2023.01.13-22.37.24:672][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.13-22.37.24:687][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.13-22.37.24:687][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.13-22.37.24:688][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.01.13-22.37.24:688][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.01.13-22.37.24:692][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.01.13-22.37.24:692][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.01.13-22.37.24:692][  0]LogInit: FAudioDevice initialized.
[2023.01.13-22.37.24:692][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.01.13-22.37.24:738][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.01.13-22.37.24:756][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.01.13-22.37.24:756][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: UnrealEditor Win64 Development
[2023.01.13-22.37.24:759][  0]LogLiveCoding: Display: First instance in process group "UE_TommyAton_0xf16580c4", spawning console
[2023.01.13-22.37.24:777][  0]LogLiveCoding: Display: Waiting for server
[2023.01.13-22.37.28:440][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.01.13-22.37.28:669][  0]LogInit: Transaction tracking system initialized
[2023.01.13-22.37.28:775][  0]LogSourceControl: Display: Uncontrolled Changelist persistency file loaded ../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Saved/SourceControl/UncontrolledChangelists.json
[2023.01.13-22.37.28:775][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.01.13-22.37.28:807][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.03194 seconds (Found 115 uncontrolled assets)
[2023.01.13-22.37.28:960][  0]BlueprintLog: New page: Editor Load
[2023.01.13-22.37.29:500][  0]LocalizationService: Localization service is disabled
[2023.01.13-22.37.29:625][  0]TimingProfiler: Initialize
[2023.01.13-22.37.29:625][  0]TimingProfiler: OnSessionChanged
[2023.01.13-22.37.29:625][  0]LoadingProfiler: Initialize
[2023.01.13-22.37.29:625][  0]LoadingProfiler: OnSessionChanged
[2023.01.13-22.37.29:625][  0]NetworkingProfiler: Initialize
[2023.01.13-22.37.29:626][  0]NetworkingProfiler: OnSessionChanged
[2023.01.13-22.37.29:626][  0]MemoryProfiler: Initialize
[2023.01.13-22.37.29:626][  0]MemoryProfiler: OnSessionChanged
[2023.01.13-22.37.30:146][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.13-22.37.30:147][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.13-22.37.30:164][  0]LogVSAccessor: Display: Unable to create Visual Studio setup instance: 80040154
[2023.01.13-22.37.30:716][  0]LogFileCache: Scanning file cache for directory 'C:/Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/' took 0.02s
[2023.01.13-22.37.31:041][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.01.13-22.37.31:433][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.01.13-22.37.31:830][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.01.13-22.37.31:835][  0]SourceControl: Source control is disabled
[2023.01.13-22.37.31:835][  0]LogUnrealEdMisc: Loading editor; pre map load, took 41.081
[2023.01.13-22.37.31:844][  0]LogFactory: FactoryCreateFile: PackFactory with PackFactory (0 0 C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack)
[2023.01.13-22.37.31:849][  0]LogPackFactory: Finished extracting 8 files (including 0 errors).
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Collapse01.uasset"
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse02.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Collapse02.uasset"
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Collapse_Cue.uasset"
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Explosion01.uasset"
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion02.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Explosion02.uasset"
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Explosion_Cue.uasset"
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Fire01.uasset"
[2023.01.13-22.37.31:867][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Fire01_Cue.uasset"
[2023.01.13-22.37.31:894][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Fire_Sparks01.uasset"
[2023.01.13-22.37.31:894][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset"
[2023.01.13-22.37.31:919][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Light01.uasset"
[2023.01.13-22.37.31:928][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Light01_Cue.uasset"
[2023.01.13-22.37.31:929][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Light02.uasset"
[2023.01.13-22.37.31:930][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Light02_Cue.uasset"
[2023.01.13-22.37.31:933][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Smoke01.uasset"
[2023.01.13-22.37.31:934][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2023.01.13-22.37.31:936][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2023.01.13-22.37.31:948][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2023.01.13-22.37.31:983][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Starter_Music01.uasset"
[2023.01.13-22.37.31:985][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2023.01.13-22.37.31:997][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2023.01.13-22.37.32:010][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2023.01.13-22.37.32:014][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Steam01.uasset"
[2023.01.13-22.37.32:015][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2023.01.13-22.37.32:017][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Floor_400x400.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Floor_400x400.uasset"
[2023.01.13-22.37.32:018][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Pillar_50x500.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Pillar_50x500.uasset"
[2023.01.13-22.37.32:025][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/SM_AssetPlatform.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/SM_AssetPlatform.uasset"
[2023.01.13-22.37.32:029][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x200.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_400x200.uasset"
[2023.01.13-22.37.32:031][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x300.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_400x300.uasset"
[2023.01.13-22.37.32:032][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x400.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_400x400.uasset"
[2023.01.13-22.37.32:034][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_500x500.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_500x500.uasset"
[2023.01.13-22.37.32:036][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x300.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_Door_400x300.uasset"
[2023.01.13-22.37.32:047][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x400.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_Door_400x400.uasset"
[2023.01.13-22.37.32:048][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x300.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_Window_400x300.uasset"
[2023.01.13-22.37.32:050][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x400.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Architecture/Wall_Window_400x400.uasset"
[2023.01.13-22.37.32:062][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset"
[2023.01.13-22.37.32:064][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset"
[2023.01.13-22.37.32:065][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset"
[2023.01.13-22.37.32:067][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset"
[2023.01.13-22.37.32:068][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset"
[2023.01.13-22.37.32:069][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset"
[2023.01.13-22.37.32:078][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset"
[2023.01.13-22.37.32:081][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/BP_LightStudio.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Blueprints/BP_LightStudio.uasset"
[2023.01.13-22.37.32:331][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2023.01.13-22.37.32:332][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2023.01.13-22.37.32:336][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2023.01.13-22.37.32:339][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Maps/Minimal_Default.umap"
[2023.01.13-22.37.32:347][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2023.01.13-22.37.32:353][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Maps/StarterMap.umap"
[2023.01.13-22.37.32:433][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2023.01.13-22.37.32:435][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Ambient_Dust.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/P_Ambient_Dust.uasset"
[2023.01.13-22.37.32:445][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Explosion.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/P_Explosion.uasset"
[2023.01.13-22.37.32:449][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Fire.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/P_Fire.uasset"
[2023.01.13-22.37.32:450][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Smoke.uasset" to "../../../../../../Users/Brandon-PC/Documents/Unreal Projects/TommyAton/Content/StarterContent/Particles/P_Smoke.uasset"
